task,app_id,model_name,repeat,instance_id,strategy,parameter,parameter_value,accuracy,probability_assigned_to_target,time_seconds
forward,wine_quality,mlp,1,391,dt_read,memory_recall_threshold,-5.0,1.0,0.9375,15.482836399575122
forward,wine_quality,mlp,1,391,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.8125,14.484981849628232
forward,wine_quality,mlp,1,367,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.8353648074150952,18.662201841324666
forward,wine_quality,mlp,1,367,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.8393710219240587,21.774898913649878
forward,wine_quality,mlp,1,367,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.8693056022383092,11.658757150977827
forward,wine_quality,mlp,1,367,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,1,367,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.96875,15.483909124601677
forward,wine_quality,mlp,1,205,lr_calculation_read,memory_recall_threshold,-5.0,0.0,0.39479968339901556,19.656659398741084
forward,wine_quality,mlp,1,205,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.3744124204235033,22.494295855120914
forward,wine_quality,mlp,1,205,lr_heuristic,memory_recall_threshold,-5.0,0.0,0.3745801784942538,11.94545291020454
forward,wine_quality,mlp,1,205,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,1,205,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.96875,15.483909124601677
forward,wine_quality,mlp,1,182,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9031564395086523,18.0140254493203
forward,wine_quality,mlp,1,182,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.8617323980101663,20.836832573602837
forward,wine_quality,mlp,1,182,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.9680301407979309,11.419587883497991
forward,wine_quality,mlp,1,182,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,1,182,dt_retrieve,memory_recall_threshold,-5.0,0.0,0.6875,16.482836399575124
forward,wine_quality,mlp,1,179,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.8175813435995158,18.79285991879859
forward,wine_quality,mlp,1,179,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.6391709438933262,21.463753713173677
forward,wine_quality,mlp,1,179,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.6985136884911534,12.48173178474229
forward,wine_quality,mlp,1,179,dt_read,memory_recall_threshold,-5.0,1.0,0.9375,15.482836399575122
forward,wine_quality,mlp,1,179,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.875,16.482836399575124
forward,wine_quality,mlp,1,207,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.802606156689893,18.893421574830384
forward,wine_quality,mlp,1,207,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.6875546413360063,22.015281869017663
forward,wine_quality,mlp,1,207,lr_heuristic,memory_recall_threshold,-5.0,0.0,0.5212106708234142,12.683054289947858
forward,wine_quality,mlp,1,207,dt_read,memory_recall_threshold,-5.0,1.0,1.0,15.482836399575122
forward,wine_quality,mlp,1,207,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.875,16.482836399575124
forward,wine_quality,mlp,1,59,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9208768110007167,17.78710155066827
forward,wine_quality,mlp,1,59,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.839607573500342,21.2029261868458
forward,wine_quality,mlp,1,59,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.8092300732027605,11.564758005222089
forward,wine_quality,mlp,1,59,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,1,59,dt_retrieve,memory_recall_threshold,-5.0,0.0,0.875,16.482836399575124
