episode,step,condition_name,condition_mode,episode_complexity,app_id,model_name,explanation_type,selected_strategy,selected_strategy_available,reward,decision_noise,memory_recall_threshold,opportunity_cost,lr_calculation_prob_correct,lr_heuristic_prob_correct,dt_traversal_prob_correct,lr_calculation_pred_time,lr_heuristic_pred_time,dt_traversal_pred_time,selected_prob_correct,selected_pred_time,selected_decision_boundary,selected_mode
2,13,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.518684277445665,0.4,0.5,0.01,0.8313659269855118,0.566529002005106,0.5,5.698360544534631,4.784472455944096,0.625,0.566529002005106,4.784472455944096,0.6,heuristic
2,14,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.2577110442250455,0.4,0.5,0.01,0.12541458400301453,0.3065980929374019,0.5,5.512002502858996,4.888704871235644,0.71875,0.3065980929374019,4.888704871235644,0.6,heuristic
2,15,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.2914183081018593,0.4,0.5,0.01,0.7809390619968759,0.32393380433800556,0.5,3.3215018772680724,3.2515496236146224,0.75,0.32393380433800556,3.2515496236146224,0.6,heuristic
2,16,hybrid,mixed,high,rand_health_visits,mlp,none,dt_traversal,True,0.48375,0.4,0.5,0.01,0.9370163186679455,0.25027649489955417,0.5,2.8056695859809064,3.0993569417208087,1.625,0.5,1.625,1.2000000000000002,retrieve
2,17,hybrid,mixed,high,rand_health_visits,mlp,none,dt_traversal,True,0.4903125,0.4,0.5,0.01,0.9370163186697682,0.9203514867636341,0.5,5.0993366701222325,4.71806473867468,0.96875,0.5,0.96875,0.6,retrieve
2,18,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8965548446279822,0.4,0.5,0.01,0.9999938418209007,0.812154494186311,0.5,10.343899719291853,3.0993401480671605,0.90625,0.9999938418209007,10.343899719291853,0.9,read
2,19,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8967729579843182,0.4,0.5,0.01,0.9999955096937487,0.8749902447341928,0.5,10.322255170943052,3.3999827728319385,0.90625,0.9999955096937487,10.322255170943052,0.9,read
2,20,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8171276157532192,0.4,0.5,0.01,0.8889564446942166,0.9369878701615617,0.5,7.182882894099734,3.369302025519106,0.90625,0.8889564446942166,7.182882894099734,0.6,read
2,21,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.8721300123326315,0.4,0.5,0.01,0.8433699646634674,0.919032105373753,0.5,3.1151689610166176,4.690209304112146,0.90625,0.919032105373753,4.690209304112146,0.6,heuristic
2,22,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.6296133115826914,0.4,0.5,0.01,0.9058008673332765,0.6771760879403518,0.5,5.40883604430363,4.756277635766038,1.0,0.6771760879403518,4.756277635766038,0.6,heuristic
2,23,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.896903006389786,0.4,0.5,0.01,0.999996311356507,0.7503125168454472,0.5,10.309330496672095,5.383263748316405,1.0,0.999996311356507,10.309330496672095,0.9,read
2,24,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.8294453820955061,0.4,0.5,0.01,0.9370163186656435,0.8748340721314962,0.5,5.305669586311108,4.53886900359901,1.2562085416022306,0.8748340721314962,4.53886900359901,0.6,heuristic
2,25,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,-0.06734776876732128,0.4,0.5,0.01,0.00034506307500470346,0.11864971450942363,0.5,6.769283184232598,5.436060609135836,1.0,0.00034506307500470346,6.769283184232598,0.9,read
2,26,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,-0.0375027580933774,0.4,0.5,0.01,0.02963108988560237,0.37500007648840206,0.5,6.713384797897977,3.700007609041571,1.0,0.02963108988560237,6.713384797897977,0.6,read
