Participant Id,AppId,Complexity,T_enc,T_op,chi_value,ddm_a,ddm_s,lapse,latency_factor,retrieval_threshold
664454743b75b19c5b30bb7e,Mushrooms,low,2.9999999999999996,0.5,0.02,0,1.2,0.005,0.2,0.21720512935267422
6765bc649f44b4bfdc5fe09f,Mushrooms,high,1.8230318311770966,0.5,0.0011282315805420055,0,0.8508884729488531,0.005,0.2,-1.4999661372732072
60fc2f923851f117e21b878f,Mushrooms,low,2.9999999999999996,0.5,0.0,0,1.0687102510790314,0.005,0.2,1.3372040564681305
5bb23e550a35ed00019dd901,Mushrooms,high,1.5,0.5,0.001,0,1.0,0.005,0.2,-0.3
67146b0c78d6f2752e53eedf,Mushrooms,high,1.868937608645199,0.5,0.0,0,0.8039812634928825,0.005,0.2,-0.9524559115265365
6108301d7312fe3f452c24eb,Mushrooms,low,0.9547935605751433,0.5,0.0009474271151736039,0,1.018204719710553,0.005,0.2,-1.6993350381051697
681ae0b6cf95dda70f860d9c,Mushrooms,high,2.0167618231757185,0.5,0.001103673826336246,0,0.8609451173760414,0.005,0.2,-0.986103671132482
5e915da7facc7d49cefdb6d3,Mushrooms,high,0.5,0.5,0.0,0,1.1765028617748567,0.005,0.2,-2.0
675126ca786b2dad315a68b1,Mushrooms,low,2.9999999999999996,0.5,0.003484228180030282,0,1.1953280674433364,0.005,0.2,-0.8713978980943842
67193afeacc11c6126bded8c,Mushrooms,low,1.5,0.5,0.001,0,1.0,0.005,0.2,-0.3
678b5681ac3b73cb765578e7,Mushrooms,low,1.5,0.5,0.001,0,1.0,0.005,0.2,-0.3
662444ee097e69a6198e2b61,Mushrooms,low,0.5,0.5,0.0,0,0.5893136413313416,0.005,0.2,-2.0
5ebe0fffe718fe000b474854,Mushrooms,high,2.206449087085351,0.5,0.0,0,0.8773967732750547,0.005,0.2,-1.078259468895693
66170e80908836043011c6d2,Mushrooms,low,1.5812778787822528,0.5,0.0007776311185668491,0,0.9022061377811053,0.005,0.2,-1.6021794966252654
663ab1fe2e8fa32717be4d67,Mushrooms,low,0.5,0.5,0.002587126102415029,0,1.0389085395398774,0.005,0.2,-0.20305735482634968
63e844807dde18843b38d3f3,Mushrooms,high,1.5,0.5,0.001,0,1.0,0.005,0.2,-0.3
67d8be7e682cf15915b569a8,Mushrooms,high,2.9999999999999996,0.5,0.0,0,1.2,0.005,0.2,0.6430425784095015
