Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type,Best Strategy NLL,Best Strategy,Best NLL
Attribution Sum,67e5566b1168a1cd37250362,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,5a53d878acc75b000179e52e,0.3831284415,0.7777777778,0.8888888889,0.6666666667,1,w/ XAI,importance,,4,-4,forest_cover,1.2105004534,importance,,Attribution Sum,0.3831284415
Attribution Sum,67e268cbf13dcd115337894c,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,6813da744902baf71269402d,0.3254926008,0.8888888889,0.7777777778,0.6666666667,1,w/ XAI,attribution,,2,-1.639994717,wine_quality,2.526867106,attribution,,Attribution Sum,0.3254926008
Attribution Sum,6766c25793c13fc95c767574,0.2086735042,1,0.8888888889,0.8888888889,1,w/ XAI,attribution,,2,-1.765226649,forest_cover,2.4435759917,attribution,,Attribution Sum,0.2086735042
Attribution Sum,67ed4e79983b8a8ba5517548,0.2981226288,1,0.9444444444,0.9444444444,1,w/ XAI,attribution,,5,-1.5,wine_quality,2.3376830166,attribution,,Attribution Sum,0.2981226288
Attribution Sum,67faf61829e07433820ec62d,0.0043840231,1,1,1,1,w/ XAI,attribution,,2,-4,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,67363452674f3db8059e7888,0.0176070624,1,1,1,1,w/ XAI,attribution,,5,-1.521772045,wine_quality,7.9697984483,attribution,,Attribution Sum,0.0176070624
Attribution Sum,5f8cbc5c355ea745e6cef2ca,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67868817cb0a68aa79ff3432,0.0043936977,1,1,1,1,w/ XAI,attribution,,2,-1.557592932,forest_cover,7.9938227535,attribution,,Attribution Sum,0.0043936977
Attribution Sum,615d7e681c930db4365ca2d0,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-2.020971679,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,57e4d48d6c447e000116b22a,0.0256611067,0.9444444444,1,0.9444444444,1,w/ XAI,attribution,,3,-3.856911455,forest_cover,8,attribution,,Attribution Sum,0.0256611067
Attribution Sum,67cb5baef51d73572cb490ae,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-4,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,65cb7c1cdf8ff14e2355c5e6,0.5150108478,0.6111111111,0.7222222222,0.6666666667,1,w/ XAI,attribution,,2,-4,wine_quality,1.9676609204,attribution,,Attribution Sum,0.5150108478
Attribution Sum,662d7fba32d6a738b194d893,0.1678577403,1,0.9444444444,0.9444444444,1,w/ XAI,attribution,,3,-1.503800837,wine_quality,4.2898587404,attribution,,Attribution Sum,0.1678577403
Attribution Sum,67ccbcc0a659ba65853fbd72,0.5890490345,0.6666666667,0.5555555556,0.8888888889,1,w/ XAI,attribution,,5,-1.5,wine_quality,1.7691761038,attribution,,Attribution Sum,0.5890490345
Attribution Sum,5b3e322998a45e0001edd87a,0.3016978622,0.6666666667,0.7777777778,0.8888888889,1,w/ XAI,attribution,,5,-4,wine_quality,6.7770253203,attribution,,Attribution Sum,0.3016978622
Attribution Sum,66d0a375c1c8aa9cac493997,0.3547198756,0.6111111111,0.8333333333,0.6666666667,1,w/ XAI,importance,,2,-2.367747854,wine_quality,2.2788985797,importance,,Attribution Sum,0.3547198756
Attribution Sum,67ebcd26fcd7c2ee469b8533,0.4413013617,0.9444444444,0.7777777778,0.8333333333,1,w/ XAI,importance,,2,-4,wine_quality,1.2787436067,importance,,Attribution Sum,0.4413013617
Attribution Sum,67746ee55ca6064173cd144c,0.1762584373,1,0.9444444444,0.9444444444,1,w/ XAI,attribution,,3,-4,wine_quality,4.1074981651,attribution,,Attribution Sum,0.1762584373
Attribution Sum,65ccca52871269168cc029b5,0.1620032354,1,0.9444444444,0.9444444444,1,w/ XAI,attribution,,5,-1.5,forest_cover,2.3274226719,attribution,,Attribution Sum,0.1620032354
Attribution Sum,67d4aa994ac97e137cc0aeea,0.0043840231,1,1,1,1,w/ XAI,attribution,,2,-4,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,66ea6bd034571ff4a00f2171,0.0597961184,0.8888888889,0.9444444444,0.9444444444,1,w/ XAI,importance,,4,-3.245569775,forest_cover,6.5013203138,importance,,Attribution Sum,0.0597961184
Attribution Sum,67b54ac2282e5470c29b37d0,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-3.962109,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67f224dfcaaa213111714560,0.4337483672,1,0.7222222222,0.7222222222,1,w/ XAI,attribution,,4,-1.547910417,forest_cover,1.1813624134,attribution,,Attribution Sum,0.4337483672
Attribution Sum,680bf9db627b9fac31d2efdc,0.0043840231,1,1,1,1,w/ XAI,attribution,,2,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,680d155019b77b986ff85126,0.3466803681,1,0.8888888889,0.8888888889,1,w/ XAI,attribution,,5,-4,forest_cover,1.340953706,attribution,,Attribution Sum,0.3466803681
Attribution Sum,5dd3699ee73e6136c640f1cf,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67acc5ed78e59babe2c5c670,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-2.167247058,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67f1a4f8dd44e7cd5adffa29,0.0043840231,1,1,1,1,w/ XAI,attribution,,2,-1.731928656,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,5d849ee0a954540019f513dd,0.0009448354,1,1,1,1,w/ XAI,attribution,,5,-3.239243393,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67f25123da45cde78b9b45bc,0.0081530576,0.8888888889,1,0.8888888889,1,w/ XAI,attribution,,2,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0081530576
Attribution Sum,67aad067b49c4688a6459b1b,0.1340123493,1,0.9444444444,0.9444444444,1,w/ XAI,attribution,,4,-1.5,forest_cover,2.6024772961,attribution,,Attribution Sum,0.1340123493
Attribution Sum,67dbcd7722043bf1d1671b92,0.0043840231,1,1,1,1,w/ XAI,attribution,,2,-3.30299451,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,678e64901f5365053e8b33dc,0.2086512129,1,0.8888888889,0.8888888889,1,w/ XAI,attribution,,2,-3.855090177,forest_cover,2.4354464759,attribution,,Attribution Sum,0.2086512129
Attribution Sum,673e7e6f2cbf961c153d11e3,0.611663224,0.6666666667,0.7222222222,0.5,1,w/ XAI,attribution,,4,-1.5,wine_quality,1.1159984397,attribution,,Attribution Sum,0.611663224
Attribution Sum,669424e6b661e0a098ec66a4,0.0174729798,1,1,1,1,w/ XAI,attribution,,5,-1.94617983,wine_quality,8,attribution,,Attribution Sum,0.0174729798
Attribution Sum,67f1c7bd6f1c4a3d8deae02f,0.0174729798,1,1,1,1,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0174729798
Attribution Sum,6619cb1e30cb95691a6dd425,0.0174729798,1,1,1,1,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0174729798
Attribution Sum,6761934aa62aae0c93863233,0.2026151523,0.7222222222,0.9444444444,0.7777777778,1,w/ XAI,attribution,,3,-4,wine_quality,8,attribution,,Attribution Sum,0.2026151523
Attribution Sum,6678a880e2ce2ba0e38b0d17,0.4129582985,1,0.7777777778,0.7777777778,1,w/ XAI,attribution,,5,-4,wine_quality,1.6912370431,attribution,,Attribution Sum,0.4129582985
Attribution Sum,5a2f1f0f2937000001eae2b1,0.2481546172,0.6666666667,0.8333333333,0.8333333333,1,w/ XAI,attribution,,5,-4,wine_quality,8,attribution,,Attribution Sum,0.2481546172
Attribution Sum,6173f88147c86baff6963073,0.5549867341,1,0.7222222222,0.7222222222,1,w/ XAI,importance,,2,-2.844869738,wine_quality,1.5779397666,importance,,Attribution Sum,0.5549867341
Attribution Sum,691fda8adedca50e985f0c90,0.0122234255,0.9444444444,1,0.9444444444,1,w/ XAI,importance,,2,-4,wine_quality,8,importance,,Attribution Sum,0.0122234255
Attribution Sum,64d6aac54b2cf0b742d6dc67,0.5403250184,0.4444444444,0.6111111111,0.3888888889,1,w/ XAI,importance,,5,-1.5,wine_quality,8,importance,,Attribution Sum,0.5403250184
Attribution Sum,691dd5fab1ccbfaa2d6d085a,0.4785392007,0.9444444444,0.8333333333,0.7777777778,1,w/ XAI,importance,,2,-2.798126325,wine_quality,1.1947778485,importance,,Attribution Sum,0.4785392007
Attribution Sum,6941bc590ef331a45f99ed50,0.2096310933,0.8888888889,0.8888888889,0.8888888889,1,w/ XAI,importance,,4,-4,wine_quality,5.571231753,importance,,Attribution Sum,0.2096310933
Attribution Sum,692a268e1eab9d860c677fa2,0.2182055627,0.6111111111,0.8333333333,0.5555555556,1,w/ XAI,importance,,5,-2.53698624,wine_quality,3.5055862771,importance,,Attribution Sum,0.2182055627
Attribution Sum,6941a695ae2df6326069e993,0.0132956968,0.7777777778,1,0.7777777778,1,w/ XAI,importance,,3,-3.922347526,forest_cover,5.5854084257,importance,,Attribution Sum,0.0132956968
Attribution Sum,6947c5c8b87439db043797d5,0.5932333088,1,0.7222222222,0.7222222222,1,w/ XAI,importance,,3,-3.154394782,wine_quality,0.6491380366,importance,,Attribution Sum,0.5932333088
Attribution Sum,694163cd8dce97079e97bd07,0.3301713206,0.8888888889,0.8333333333,0.8333333333,1,w/ XAI,importance,,4,-3.425498759,wine_quality,2.418004344,importance,,Attribution Sum,0.3301713206
Attribution Sum,691f240b27630b7537a73d26,0.6230371421,0.6111111111,0.6666666667,0.3888888889,1,w/ XAI,importance,,2,-1.681073567,wine_quality,1.4715500768,importance,,Attribution Sum,0.6230371421
Attribution Sum,694afeb6123c5d3d77ab3f9b,0.4303781904,0.7777777778,0.8333333333,0.6111111111,1,w/ XAI,importance,,2,-4,forest_cover,1.1460907284,importance,,Attribution Sum,0.4303781904
Attribution Sum,6947190be3c1dfbf23cdb205,0.0058966491,0.7777777778,1,0.7777777778,1,w/ XAI,importance,,3,-4,forest_cover,8,importance,,Attribution Sum,0.0058966491
Attribution Sum,67c5e37e79cc91183c6cd3b3,0.1462336795,0.8888888889,0.9444444444,0.8333333333,1,w/ XAI,importance,,4,-3.587236763,forest_cover,3.4682949329,importance,,Attribution Sum,0.1462336795
Attribution Sum,6945b2bc841178ca14128632,0.4623444647,0.5,0.6666666667,0.6111111111,1,w/ XAI,importance,,4,-1.723277671,wine_quality,6.7351359683,importance,,Attribution Sum,0.4623444647
Attribution Sum,69476d9f42e420d84f0b246f,0.4761783449,0.7222222222,0.8333333333,0.5555555556,1,w/ XAI,importance,,2,-2.894404466,forest_cover,1.0797028317,importance,,Attribution Sum,0.4761783449
Attribution Sum,69418dd5c757560f07febe8d,0.0042825691,0.9444444444,1,0.9444444444,1,w/ XAI,importance,,2,-3.82000152,wine_quality,8,importance,,Attribution Sum,0.0042825691
Attribution Sum,67306cb03ff706c72e58bba0,0.5858134544,0.5,0.4444444444,0.5,1,w/ XAI,importance,,3,-2.336135726,forest_cover,7.1548061262,importance,,Attribution Sum,0.5858134544
Attribution Sum,69419e9576aea13f332266ff,0.5035141747,0.7777777778,0.7777777778,0.5555555556,1,w/ XAI,importance,,2,-3.82856603,forest_cover,0.956121584,importance,,Attribution Sum,0.5035141747
Sensitive-features categorization,67ef8c6bf0eff27d92180ffe,0.5199366125,0.6666666667,0.7777777778,0.6666666667,1,w/o XAI,importance,4.5832122994,1,-1.8819997,wine_quality,,,,Sensitive-features categorization,0.5199366125
Sensitive-features categorization,67e5566b1168a1cd37250362,0.5680174315,0.6666666667,0.7777777778,0.4444444444,1,w/o XAI,attribution,2.238753064,1,-3.78487621,forest_cover,,,,Sensitive-features categorization,0.5680174315
Sensitive-features categorization,6766c25793c13fc95c767574,0.5787459062,0.5,0.7222222222,0.5555555556,1,w/o XAI,attribution,8.3760253717,5,-1.466129496,forest_cover,,,,Sensitive-features categorization,0.5787459062
Sensitive-features categorization,67ed4e79983b8a8ba5517548,0.4264254119,0.6111111111,0.5555555556,0.8333333333,1,w/o XAI,attribution,100,5,-1.942655904,wine_quality,,,,Sensitive-features categorization,0.4264254119
Sensitive-features categorization,67faf61829e07433820ec62d,0.4317746046,0.4444444444,0.8333333333,0.5,1,w/o XAI,attribution,12.619004697,3,-1.224543138,forest_cover,,,,Sensitive-features categorization,0.4317746046
Sensitive-features categorization,67363452674f3db8059e7888,0.5334203091,0.5555555556,0.8333333333,0.5,1,w/o XAI,attribution,9.3790088814,5,-4,wine_quality,,,,Sensitive-features categorization,0.5334203091
Sensitive-features categorization,5f8cbc5c355ea745e6cef2ca,0.592024741,0.5,0.6666666667,0.5,1,w/o XAI,attribution,4.1003567991,2,-3.451197713,forest_cover,,,,Sensitive-features categorization,0.592024741
Sensitive-features categorization,67868817cb0a68aa79ff3432,0.249785109,0.8333333333,0.8888888889,0.7222222222,1,w/o XAI,attribution,44.273938845,3,-2.596334017,forest_cover,,,,Sensitive-features categorization,0.249785109
Sensitive-features categorization,615d7e681c930db4365ca2d0,0.4481505786,0.5555555556,0.7777777778,0.5555555556,1,w/o XAI,attribution,9.3382449693,1,-1.340492179,forest_cover,,,,Sensitive-features categorization,0.4481505786
Sensitive-features categorization,6647847aebad277cab0e44a9,0.5080442366,0.6111111111,0.7222222222,0.5555555556,1,w/o XAI,importance,13.620358902,2,-3.637365297,wine_quality,,,,Sensitive-features categorization,0.5080442366
Sensitive-features categorization,57e4d48d6c447e000116b22a,0.1289432273,0.8888888889,0.8888888889,0.7777777778,1,w/o XAI,attribution,85.387258453,3,-2.270007585,forest_cover,,,,Sensitive-features categorization,0.1289432273
Sensitive-features categorization,662d7fba32d6a738b194d893,0.2903112368,0.5,0.8888888889,0.6111111111,1,w/o XAI,attribution,10.325360727,1,-3.242109674,wine_quality,,,,Sensitive-features categorization,0.2903112368
Sensitive-features categorization,66d0a375c1c8aa9cac493997,0.5522023691,0.6666666667,0.8333333333,0.6111111111,1,w/o XAI,importance,3.8292508088,5,-3.853909677,wine_quality,,,,Sensitive-features categorization,0.5522023691
Sensitive-features categorization,61705235c277934df17055e6,0.2717051779,0.8333333333,0.8888888889,0.8333333333,1,w/o XAI,importance,15.628211988,2,-3.297457201,forest_cover,,,,Sensitive-features categorization,0.2717051779
Sensitive-features categorization,660982bb12941e7442c18325,0.0033491673,0.6666666667,1,0.6666666667,1,w/o XAI,importance,63.534972405,4,-2.014252929,forest_cover,,,,Sensitive-features categorization,0.0033491673
Sensitive-features categorization,67b54ac2282e5470c29b37d0,0.2575277502,0.5,1,0.5,1,w/o XAI,attribution,6.3757234282,2,-3.983469617,forest_cover,,,,Sensitive-features categorization,0.2575277502
Sensitive-features categorization,680bf9db627b9fac31d2efdc,0.4251674442,0.7777777778,0.7222222222,0.7222222222,1,w/o XAI,attribution,7.297498972,3,-2.485889329,forest_cover,,,,Sensitive-features categorization,0.4251674442
Sensitive-features categorization,5dd3699ee73e6136c640f1cf,0.5745684633,0.5,0.7222222222,0.4444444444,1,w/o XAI,attribution,2.9055793916,3,-3.478402395,forest_cover,,,,Sensitive-features categorization,0.5745684633
Sensitive-features categorization,666149cb6a138209b157427b,0.091253635,0.7222222222,1,0.7222222222,1,w/o XAI,importance,80.790274893,2,-1.90991712,forest_cover,,,,Sensitive-features categorization,0.091253635
Sensitive-features categorization,678e64901f5365053e8b33dc,0.1853467778,0.7777777778,0.9444444444,0.7222222222,1,w/o XAI,attribution,53.928901825,5,-3.210297783,forest_cover,,,,Sensitive-features categorization,0.1853467778
Sensitive-features categorization,673ef080255f15b49aa84f96,0.6241991329,0.5,0.7777777778,0.5,1,w/o XAI,importance,1,5,-3.131909768,forest_cover,,,,Sensitive-features categorization,0.6241991329
Sensitive-features categorization,673e7e6f2cbf961c153d11e3,0.5408319856,0.6111111111,0.7777777778,0.6111111111,1,w/o XAI,attribution,46.7385848,2,-3.930451895,wine_quality,,,,Sensitive-features categorization,0.5408319856
Sensitive-features categorization,66817654ce8b233327b047ab,0.2484548331,0.5,0.9444444444,0.5555555556,1,w/o XAI,importance,21.28931739,2,-2.677221117,wine_quality,,,,Sensitive-features categorization,0.2484548331
Sensitive-features categorization,669424e6b661e0a098ec66a4,0.6261456815,0.5,0.6666666667,0.3888888889,1,w/o XAI,attribution,1,1,-4,wine_quality,,,,Sensitive-features categorization,0.6261456815
Sensitive-features categorization,6678a880e2ce2ba0e38b0d17,0.4837814329,0.5,0.8333333333,0.4444444444,1,w/o XAI,attribution,5.5991395595,1,-3.402528002,wine_quality,,,,Sensitive-features categorization,0.4837814329
Sensitive-features categorization,69418fce57bf6c0cd6730ef9,0.5249969708,0.4444444444,0.6666666667,0.4444444444,1,w/o XAI,importance,2.3309563064,1,-4,wine_quality,,,,Sensitive-features categorization,0.5249969708
Sensitive-features categorization,6944211fb86d1cfb660ff63f,0.1792219759,0.6666666667,0.9444444444,0.6111111111,1,w/o XAI,importance,20.7082503,1,-2.786868131,wine_quality,,,,Sensitive-features categorization,0.1792219759
Sensitive-features categorization,66c173231fab4af1393b5756,0.5534320677,0.7222222222,0.6111111111,0.5555555556,1,w/o XAI,importance,3.1448727366,1,-3.337947989,wine_quality,,,,Sensitive-features categorization,0.5534320677
Sensitive-features categorization,677a214b23d3e85a3a5cdb20,0.5408921487,0.5555555556,0.8333333333,0.7222222222,1,w/o XAI,importance,4.0208427709,3,-1.817676773,wine_quality,,,,Sensitive-features categorization,0.5408921487
Sensitive-features categorization,69421e362f33a91517375267,0.0824941828,0.6666666667,0.9444444444,0.6111111111,1,w/o XAI,importance,21.263777899,1,-1.791165375,wine_quality,,,,Sensitive-features categorization,0.0824941828
Sensitive-features categorization,69440172696346a2b42428ed,0.5818619206,0.6666666667,0.7222222222,0.6111111111,1,w/o XAI,importance,14.632619803,1,-2.747555813,wine_quality,,,,Sensitive-features categorization,0.5818619206
Sensitive-features categorization,67658116d1ff218b001f2bf1,0.2098235783,0.5,0.8888888889,0.3888888889,1,w/o XAI,importance,12.074042446,1,-2.98132599,wine_quality,,,,Sensitive-features categorization,0.2098235783
Sensitive-features categorization,6941a695ae2df6326069e993,0.0042786473,0.6111111111,1,0.6111111111,1,w/o XAI,importance,100,2,-3.128579856,forest_cover,,,,Sensitive-features categorization,0.0042786473
Sensitive-features categorization,610c5b3dd64337b3324fa98e,0.3537169918,0.6666666667,0.8333333333,0.8333333333,1,w/o XAI,importance,9.8571763207,1,-3.718964449,wine_quality,,,,Sensitive-features categorization,0.3537169918
Sensitive-features categorization,673abfc29bf0f262315214c8,0.5809731262,0.5,0.6111111111,0.6666666667,1,w/o XAI,importance,1,1,-2.497484219,wine_quality,,,,Sensitive-features categorization,0.5809731262
Sensitive-features categorization,693607ce95c6f9ca7d708da0,0.0028109659,0.6666666667,1,0.6666666667,1,w/o XAI,importance,65.148526067,4,-3.355155433,forest_cover,,,,Sensitive-features categorization,0.0028109659
Sensitive-features categorization,663e5bdde28c5d230eddf4a0,0.0555140345,0.6666666667,0.9444444444,0.7222222222,1,w/o XAI,importance,48.726629741,1,-3.778894925,forest_cover,,,,Sensitive-features categorization,0.0555140345
Sensitive-features categorization,67883c42fab99f050f6e9d63,0.4528965787,0.5555555556,0.7777777778,0.6666666667,1,w/o XAI,importance,21.568422233,5,-3.738542695,wine_quality,,,,Sensitive-features categorization,0.4528965787
Sensitive-features categorization,69417db33af88a177fc198e7,0.2782804195,0.6666666667,0.8888888889,0.5555555556,1,w/o XAI,importance,19.857353275,5,-3.197716992,forest_cover,,,,Sensitive-features categorization,0.2782804195
Sensitive-features categorization,6945b7f9c69fe2317b25e4a2,0.2884783334,0.4444444444,0.8888888889,0.3333333333,1,w/o XAI,importance,25.599855513,3,-2.796955024,wine_quality,,,,Sensitive-features categorization,0.2884783334
Sensitive-features categorization,675b1432a3f788b0222e5237,0.0054685707,0.6666666667,1,0.6666666667,1,w/o XAI,importance,70.860668335,3,-3.123156849,forest_cover,,,,Sensitive-features categorization,0.0054685707
Sensitive-features categorization,663e6a6264c97be0281cd6f8,0.5632106942,0.6666666667,0.6666666667,0.7777777778,1,w/o XAI,importance,2.9598152203,1,-2.986264417,wine_quality,,,,Sensitive-features categorization,0.5632106942
Sensitive-features categorization,69443088d8ebe0e4b0ba83ee,0.1590947258,0.6111111111,0.9444444444,0.5555555556,1,w/o XAI,importance,15.504959831,3,-3.914310752,forest_cover,,,,Sensitive-features categorization,0.1590947258
Sensitive-features categorization,67306cb03ff706c72e58bba0,0.2712457866,0.7222222222,0.8888888889,0.7222222222,1,w/o XAI,importance,15.902147999,2,-1.627198551,forest_cover,,,,Sensitive-features categorization,0.2712457866
Sensitive-features categorization,69419e9576aea13f332266ff,0.0020281,0.6666666667,1,0.6666666667,1,w/o XAI,importance,75.190291402,3,-3.193134681,forest_cover,,,,Sensitive-features categorization,0.0020281
Salient-features categorization,5f85bcb11941de066ef7d941,0.5770322556,0.5555555556,0.7777777778,0.5555555556,1,w/o XAI,importance,9.0662957022,4,-3.671018616,wine_quality,,,,Salient-features categorization,0.5770322556
Salient-features categorization,5a53d878acc75b000179e52e,0.1349673958,0.6666666667,0.9444444444,0.6111111111,1,w/o XAI,importance,15.262561244,4,-3.06158109,forest_cover,,,,Salient-features categorization,0.1349673958
Salient-features categorization,660b2346862ff2a3da9cfe3e,0.0624684039,0.7222222222,0.9444444444,0.6666666667,1,w/o XAI,importance,43.991778408,2,-3.741500453,forest_cover,,,,Salient-features categorization,0.0624684039
Salient-features categorization,67ebf19f98ff3e509e425e58,0.2526648967,0.9444444444,0.8333333333,0.8888888889,1,w/o XAI,importance,25.71443146,3,-2.91622299,wine_quality,,,,Salient-features categorization,0.2526648967
Salient-features categorization,676a24c4766af0941f2060db,0.5538688906,0.8888888889,0.7222222222,0.7222222222,1,w/o XAI,importance,5.1164237245,4,-2.900061903,wine_quality,,,,Salient-features categorization,0.5538688906
Salient-features categorization,67ebcd26fcd7c2ee469b8533,0.0089732067,0.9444444444,1,0.9444444444,1,w/o XAI,importance,76.56922956,2,-3.255898237,wine_quality,,,,Salient-features categorization,0.0089732067
Salient-features categorization,677d8ca02a50ccdc47145568,0.5391144736,0.6111111111,0.7222222222,0.6666666667,1,w/o XAI,importance,1,2,-1.576116799,forest_cover,,,,Salient-features categorization,0.5391144736
Salient-features categorization,66ea6bd034571ff4a00f2171,0.6009747747,0.7777777778,0.7777777778,0.6666666667,1,w/o XAI,importance,6.3502820725,4,-4,forest_cover,,,,Salient-features categorization,0.6009747747
Salient-features categorization,67e6e99634be5e57bbd2553f,0.2360802295,0.6666666667,0.8888888889,0.7777777778,1,w/o XAI,importance,8.8320165781,2,-3.482535099,forest_cover,,,,Salient-features categorization,0.2360802295
Salient-features categorization,6942b9546065aeb7e30fd87a,0.4912797264,0.4444444444,0.7777777778,0.4444444444,1,w/o XAI,importance,3.6416190217,1,-4,wine_quality,,,,Salient-features categorization,0.4912797264
Salient-features categorization,6941706e8a7385da28bcb5e2,0.4889454639,0.5,0.7222222222,0.4444444444,1,w/o XAI,importance,6.7326825221,1,-4,wine_quality,,,,Salient-features categorization,0.4889454639
Salient-features categorization,676435babb44367362b10f73,0.2313289685,0.8888888889,0.9444444444,0.8333333333,1,w/o XAI,importance,44.438421651,4,-4,wine_quality,,,,Salient-features categorization,0.2313289685
Salient-features categorization,694332aee9accc7da4b9503e,0.4854498553,0.7777777778,0.8333333333,0.7222222222,1,w/o XAI,importance,1.9882762866,1,-3.804541783,wine_quality,,,,Salient-features categorization,0.4854498553
Salient-features categorization,691dd5fab1ccbfaa2d6d085a,0.616130827,0.5,0.5555555556,0.7222222222,1,w/o XAI,importance,65.992807805,1,-2.310338469,wine_quality,,,,Salient-features categorization,0.616130827
Salient-features categorization,69453bbed668224dabc6c5d9,0.504393713,0.7222222222,0.7777777778,0.7222222222,1,w/o XAI,importance,6.5633042751,1,-3.417376506,wine_quality,,,,Salient-features categorization,0.504393713
Salient-features categorization,6941bc590ef331a45f99ed50,0.2843149197,0.6111111111,0.8888888889,0.6111111111,1,w/o XAI,importance,38.640486931,4,-3.436857696,wine_quality,,,,Salient-features categorization,0.2843149197
Salient-features categorization,694179cf3bd953beb35ec402,0.2564340083,0.7222222222,0.8333333333,0.7777777778,1,w/o XAI,importance,22.406449624,1,-3.161459605,wine_quality,,,,Salient-features categorization,0.2564340083
Salient-features categorization,691e201122ecfe4b850e3308,0.6222434058,0.7777777778,0.6666666667,0.6666666667,1,w/o XAI,importance,1,1,-4,wine_quality,,,,Salient-features categorization,0.6222434058
Salient-features categorization,692a268e1eab9d860c677fa2,0.2845589122,0.4444444444,0.8888888889,0.4444444444,1,w/o XAI,importance,6.724937386,1,-2.899169527,wine_quality,,,,Salient-features categorization,0.2845589122
Salient-features categorization,5d16fb317964cd0001c1ca1a,0.3244991569,0.9444444444,0.7777777778,0.8333333333,1,w/o XAI,importance,16.797284588,3,-3.784048927,wine_quality,,,,Salient-features categorization,0.3244991569
Salient-features categorization,6941984defc3cfda7e9cdf6f,0.2611381141,0.7777777778,0.8888888889,0.6666666667,1,w/o XAI,importance,36.8569162,2,-3.182250222,wine_quality,,,,Salient-features categorization,0.2611381141
Salient-features categorization,694163cd8dce97079e97bd07,0.2474107777,0.5555555556,0.9444444444,0.5,1,w/o XAI,importance,19.80452839,1,-3.406658762,wine_quality,,,,Salient-features categorization,0.2474107777
Salient-features categorization,694afeb6123c5d3d77ab3f9b,0.6285882978,0.5555555556,0.6666666667,0.4444444444,1,w/o XAI,importance,1,4,-2.826598658,forest_cover,,,,Salient-features categorization,0.6285882978
Salient-features categorization,69454de0266e20b4d6f6fbd9,0.5443108002,0.7222222222,0.8333333333,0.7777777778,1,w/o XAI,importance,6.6927423646,1,-3.687093923,wine_quality,,,,Salient-features categorization,0.5443108002
Salient-features categorization,693ade5aabf4dbfe8904b715,0.2356853295,0.6666666667,0.8888888889,0.6666666667,1,w/o XAI,importance,100,4,-2.57231541,forest_cover,,,,Salient-features categorization,0.2356853295
Salient-features categorization,67c5e37e79cc91183c6cd3b3,0.5776226503,0.5555555556,0.6111111111,0.5,1,w/o XAI,importance,81.993827651,1,-1.694528378,forest_cover,,,,Salient-features categorization,0.5776226503
Salient-features categorization,6945d3294c8cf5eefa76293a,0.0634696763,0.7222222222,1,0.7222222222,1,w/o XAI,importance,64.989517167,4,-2.998761952,forest_cover,,,,Salient-features categorization,0.0634696763
Salient-features categorization,6945b2bc841178ca14128632,0.3656000994,0.7777777778,0.8888888889,0.6666666667,1,w/o XAI,importance,12.007282996,1,-3.623357682,wine_quality,,,,Salient-features categorization,0.3656000994
Salient-features categorization,6917d7e167b86e562032b285,0.0956858358,0.5,0.8888888889,0.3888888889,1,w/o XAI,importance,19.398583157,1,-2.308468123,wine_quality,,,,Salient-features categorization,0.0956858358
Salient-features categorization,6632bae865d316c32325fda1,0.3174981696,1,0.8888888889,0.8888888889,1,w/o XAI,importance,7.9110727127,2,-4,wine_quality,,,,Salient-features categorization,0.3174981696
Salient-features categorization,69418dd5c757560f07febe8d,0.3130925692,0.9444444444,0.8333333333,0.8888888889,1,w/o XAI,importance,19.531086996,3,-3.516015894,wine_quality,,,,Salient-features categorization,0.3130925692
