Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type,Best Strategy NLL,Best Strategy,Best NLL
Attribution Sum,615d7e681c930db4365ca2d0,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-2.020971679,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,57e4d48d6c447e000116b22a,0.0153747822,1,1,1,2,w/ XAI,attribution,,2,-2.96143407,forest_cover,8,attribution,,Attribution Sum,0.0153747822
Attribution Sum,67cb5baef51d73572cb490ae,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-4,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,65cb7c1cdf8ff14e2355c5e6,0.0070593373,1,1,1,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0070593373
Attribution Sum,662d7fba32d6a738b194d893,0.091037563,0.8333333333,0.9444444444,0.8888888889,2,w/ XAI,attribution,,4,-4,wine_quality,8,attribution,,Attribution Sum,0.091037563
Attribution Sum,67ccbcc0a659ba65853fbd72,0.5354285127,0.8333333333,0.5555555556,0.7222222222,2,w/ XAI,attribution,,5,-4,wine_quality,1.1877440935,attribution,,Attribution Sum,0.5354285127
Attribution Sum,5b3e322998a45e0001edd87a,0.111630905,0.8333333333,0.8888888889,0.8333333333,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.111630905
Attribution Sum,66d0a375c1c8aa9cac493997,0.1290804005,0.8888888889,0.9444444444,0.9444444444,2,w/ XAI,importance,,5,-3.431879198,wine_quality,8,importance,,Attribution Sum,0.1290804005
Attribution Sum,67cf4b70e6b8ec5652552042,0.0454323393,0.6666666667,0.9444444444,0.6111111111,2,w/ XAI,importance,,5,-2.231945312,wine_quality,8,importance,,Attribution Sum,0.0454323393
Attribution Sum,67ebcd26fcd7c2ee469b8533,0.4413013617,0.9444444444,0.7777777778,0.8333333333,2,w/ XAI,importance,,2,-4,wine_quality,1.2787436067,importance,,Attribution Sum,0.4413013617
Attribution Sum,67746ee55ca6064173cd144c,0.1762584373,1,0.9444444444,0.9444444444,2,w/ XAI,attribution,,3,-4,wine_quality,4.1074981651,attribution,,Attribution Sum,0.1762584373
Attribution Sum,65ccca52871269168cc029b5,0.0153747822,1,1,1,2,w/ XAI,attribution,,2,-3.414264645,forest_cover,8,attribution,,Attribution Sum,0.0153747822
Attribution Sum,67d4aa994ac97e137cc0aeea,0.0043840231,1,1,1,2,w/ XAI,attribution,,2,-4,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,66ea6bd034571ff4a00f2171,0.0597961184,0.8888888889,0.9444444444,0.9444444444,2,w/ XAI,importance,,4,-3.245569775,forest_cover,6.5013203138,importance,,Attribution Sum,0.0597961184
Attribution Sum,67b54ac2282e5470c29b37d0,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-3.962109,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67f224dfcaaa213111714560,0.0216848587,1,1,1,2,w/ XAI,attribution,,3,-4,forest_cover,8,attribution,,Attribution Sum,0.0216848587
Attribution Sum,680bf9db627b9fac31d2efdc,0.0043840231,1,1,1,2,w/ XAI,attribution,,2,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,680d155019b77b986ff85126,0.0202015173,1,1,1,2,w/ XAI,attribution,,5,-4,forest_cover,8,attribution,,Attribution Sum,0.0202015173
Attribution Sum,5dd3699ee73e6136c640f1cf,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67acc5ed78e59babe2c5c670,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-2.167247058,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67f1a4f8dd44e7cd5adffa29,0.0043840231,1,1,1,2,w/ XAI,attribution,,2,-1.731928656,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,5d849ee0a954540019f513dd,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-3.239243393,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67f25123da45cde78b9b45bc,0.0039756633,0.9444444444,1,0.9444444444,2,w/ XAI,attribution,,3,-1.643155139,forest_cover,8,attribution,,Attribution Sum,0.0039756633
Attribution Sum,67aad067b49c4688a6459b1b,0.1340123493,1,0.9444444444,0.9444444444,2,w/ XAI,attribution,,4,-1.5,forest_cover,2.6024772961,attribution,,Attribution Sum,0.1340123493
Attribution Sum,67dbcd7722043bf1d1671b92,0.0043840231,1,1,1,2,w/ XAI,attribution,,2,-3.30299451,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,67d3a5a498212eae9b9ce364,0.5403950445,0.4444444444,0.6111111111,0.6111111111,2,w/ XAI,importance,,3,-2.377170215,forest_cover,6.1131755542,importance,,Attribution Sum,0.5403950445
Attribution Sum,678e64901f5365053e8b33dc,0.0153747822,1,1,1,2,w/ XAI,attribution,,2,-4,forest_cover,8,attribution,,Attribution Sum,0.0153747822
Attribution Sum,673e7e6f2cbf961c153d11e3,0.4513365585,0.8333333333,0.7777777778,0.8333333333,2,w/ XAI,attribution,,4,-1.5,wine_quality,1.7565576555,attribution,,Attribution Sum,0.4513365585
Attribution Sum,669424e6b661e0a098ec66a4,0.0070593373,1,1,1,2,w/ XAI,attribution,,5,-1.831040944,wine_quality,8,attribution,,Attribution Sum,0.0070593373
Attribution Sum,67f1c7bd6f1c4a3d8deae02f,0.0174729798,1,1,1,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0174729798
Attribution Sum,6619cb1e30cb95691a6dd425,0.0174729798,1,1,1,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0174729798
Attribution Sum,6761934aa62aae0c93863233,0.111630905,0.8333333333,0.8888888889,0.8333333333,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.111630905
Attribution Sum,6678a880e2ce2ba0e38b0d17,0.0070593373,1,1,1,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0070593373
Attribution Sum,5a2f1f0f2937000001eae2b1,0.2481546172,0.6666666667,0.8333333333,0.8333333333,2,w/ XAI,attribution,,5,-4,wine_quality,8,attribution,,Attribution Sum,0.2481546172
Attribution Sum,66d8e14e71c04a7d23ff43c9,0.0070593373,1,1,1,2,w/ XAI,attribution,,5,-1.5,wine_quality,8,attribution,,Attribution Sum,0.0070593373
Attribution Sum,6173f88147c86baff6963073,0.5522615968,0.8888888889,0.7777777778,0.7777777778,2,w/ XAI,importance,,2,-3.66751445,wine_quality,0.6290314745,importance,,Attribution Sum,0.5522615968
Attribution Sum,691fda8adedca50e985f0c90,0.0122234255,0.9444444444,1,0.9444444444,2,w/ XAI,importance,,2,-4,wine_quality,8,importance,,Attribution Sum,0.0122234255
Attribution Sum,6943448de0ba4e96ec5a82d7,0.6251073331,1,0.6666666667,0.6666666667,2,w/ XAI,importance,,5,-3.298301619,wine_quality,0.4662706889,importance,,Attribution Sum,0.6251073331
Attribution Sum,66fcdc229c37d1da9d61017c,0.5391613373,0.5555555556,0.8333333333,0.7222222222,2,w/ XAI,importance,,5,-2.372404096,wine_quality,5.99402439,importance,,Attribution Sum,0.5391613373
Attribution Sum,64d6aac54b2cf0b742d6dc67,0.5403250184,0.4444444444,0.6111111111,0.3888888889,2,w/ XAI,importance,,5,-1.5,wine_quality,8,importance,,Attribution Sum,0.5403250184
Attribution Sum,691dd5fab1ccbfaa2d6d085a,0.4785392007,0.9444444444,0.8333333333,0.7777777778,2,w/ XAI,importance,,2,-2.798126325,wine_quality,1.1947778485,importance,,Attribution Sum,0.4785392007
Attribution Sum,6941bc590ef331a45f99ed50,0.0359873076,0.8888888889,1,0.8888888889,2,w/ XAI,importance,,2,-3.510352956,wine_quality,8,importance,,Attribution Sum,0.0359873076
Attribution Sum,69440172696346a2b42428ed,0.2775069963,1,0.8333333333,0.8333333333,2,w/ XAI,importance,,3,-3.473730999,wine_quality,1.8221578714,importance,,Attribution Sum,0.2775069963
Attribution Sum,6941a695ae2df6326069e993,0.0132956968,0.7777777778,1,0.7777777778,2,w/ XAI,importance,,3,-3.922347526,forest_cover,5.5854084257,importance,,Attribution Sum,0.0132956968
Attribution Sum,5d16fb317964cd0001c1ca1a,0.2385932101,0.9444444444,0.8888888889,0.8333333333,2,w/ XAI,importance,,2,-3.179695042,wine_quality,2.1774482048,importance,,Attribution Sum,0.2385932101
Attribution Sum,694afeb6123c5d3d77ab3f9b,0.4303781904,0.7777777778,0.8333333333,0.6111111111,2,w/ XAI,importance,,2,-4,forest_cover,1.1460907284,importance,,Attribution Sum,0.4303781904
Attribution Sum,673abfc29bf0f262315214c8,0.0606988102,0.8333333333,0.9444444444,0.7777777778,2,w/ XAI,importance,,5,-4,wine_quality,8,importance,,Attribution Sum,0.0606988102
Attribution Sum,6947190be3c1dfbf23cdb205,0.0058966491,0.7777777778,1,0.7777777778,2,w/ XAI,importance,,3,-4,forest_cover,8,importance,,Attribution Sum,0.0058966491
Attribution Sum,67c5e37e79cc91183c6cd3b3,0.1462336795,0.8888888889,0.9444444444,0.8333333333,2,w/ XAI,importance,,4,-3.587236763,forest_cover,3.4682949329,importance,,Attribution Sum,0.1462336795
Attribution Sum,6945952ed37c15496645a5ea,0.4330122101,0.8888888889,0.7777777778,0.8888888889,2,w/ XAI,importance,,4,-3.738619193,wine_quality,1.2086955497,importance,,Attribution Sum,0.4330122101
Attribution Sum,6945b2bc841178ca14128632,0.4623444647,0.5,0.6666666667,0.6111111111,2,w/ XAI,importance,,4,-1.723277671,wine_quality,6.7351359683,importance,,Attribution Sum,0.4623444647
Attribution Sum,6941db4a8b556cbd2c9ad64d,0.2140504874,1,0.9444444444,0.9444444444,2,w/ XAI,importance,,2,-3.308733129,wine_quality,2.3124703268,importance,,Attribution Sum,0.2140504874
Attribution Sum,67883c42fab99f050f6e9d63,0.3793543361,1,0.7777777778,0.7777777778,2,w/ XAI,importance,,4,-3.92351797,wine_quality,1.6738007856,importance,,Attribution Sum,0.3793543361
Attribution Sum,6945c31f6b27bb869d7ffc5c,0.14172514,1,0.9444444444,0.9444444444,2,w/ XAI,importance,,2,-4,wine_quality,3.0552266402,importance,,Attribution Sum,0.14172514
Attribution Sum,69418dd5c757560f07febe8d,0.0007398231,1,1,1,2,w/ XAI,importance,,2,-3.649312355,wine_quality,8,importance,,Attribution Sum,0.0007398231
Attribution Sum,69419e9576aea13f332266ff,0.5035141747,0.7777777778,0.7777777778,0.5555555556,2,w/ XAI,importance,,2,-3.82856603,forest_cover,0.956121584,importance,,Attribution Sum,0.5035141747
Sensitive-features categorization,5f85bcb11941de066ef7d941,0.2659663048,0.7777777778,0.8888888889,0.7777777778,2,w/o XAI,importance,11.592860482,2,-2.320622238,wine_quality,,,,Sensitive-features categorization,0.2659663048
Sensitive-features categorization,67e0e4d8556191648cf0bb6d,0.174126599,0.7222222222,0.8888888889,0.7222222222,2,w/o XAI,attribution,30.215361703,2,-4,wine_quality,,,,Sensitive-features categorization,0.174126599
Sensitive-features categorization,636da58a0d76bbb9167dbf3e,0.3275868848,0.5,0.9444444444,0.5555555556,2,w/o XAI,attribution,20.584074913,1,-4,forest_cover,,,,Sensitive-features categorization,0.3275868848
Sensitive-features categorization,67ef8c6bf0eff27d92180ffe,0.2174040036,0.7777777778,0.8888888889,0.6666666667,2,w/o XAI,importance,24.14794516,4,-2.072421763,wine_quality,,,,Sensitive-features categorization,0.2174040036
Sensitive-features categorization,6314bc49055e150c92f4736e,0.0077884521,0.5,1,0.5,2,w/o XAI,importance,74.437042782,4,-3.448215448,forest_cover,,,,Sensitive-features categorization,0.0077884521
Sensitive-features categorization,67e5566b1168a1cd37250362,0.5680174315,0.6666666667,0.7777777778,0.4444444444,2,w/o XAI,attribution,2.238753064,1,-3.78487621,forest_cover,,,,Sensitive-features categorization,0.5680174315
Sensitive-features categorization,6813da744902baf71269402d,0.562900363,0.8888888889,0.7222222222,0.7222222222,2,w/o XAI,attribution,12.469342281,5,-2.390645151,wine_quality,,,,Sensitive-features categorization,0.562900363
Sensitive-features categorization,6766c25793c13fc95c767574,0.5787459062,0.5,0.7222222222,0.5555555556,2,w/o XAI,attribution,8.3760253717,5,-1.466129496,forest_cover,,,,Sensitive-features categorization,0.5787459062
Sensitive-features categorization,67ed4e79983b8a8ba5517548,0.4264254119,0.6111111111,0.5555555556,0.8333333333,2,w/o XAI,attribution,100,5,-1.942655904,wine_quality,,,,Sensitive-features categorization,0.4264254119
Sensitive-features categorization,67faf61829e07433820ec62d,0.4317746046,0.4444444444,0.8333333333,0.5,2,w/o XAI,attribution,12.619004697,3,-1.224543138,forest_cover,,,,Sensitive-features categorization,0.4317746046
Sensitive-features categorization,67363452674f3db8059e7888,0.4038681447,0.7777777778,0.7777777778,0.6666666667,2,w/o XAI,attribution,12.03456308,2,-2.719917453,wine_quality,,,,Sensitive-features categorization,0.4038681447
Sensitive-features categorization,5f8cbc5c355ea745e6cef2ca,0.592024741,0.5,0.6666666667,0.5,2,w/o XAI,attribution,4.1003567991,2,-3.451197713,forest_cover,,,,Sensitive-features categorization,0.592024741
Sensitive-features categorization,67868817cb0a68aa79ff3432,0.249785109,0.8333333333,0.8888888889,0.7222222222,2,w/o XAI,attribution,44.273938845,3,-2.596334017,forest_cover,,,,Sensitive-features categorization,0.249785109
Sensitive-features categorization,6647847aebad277cab0e44a9,0.3379402839,0.8888888889,0.7222222222,0.6111111111,2,w/o XAI,importance,16.216742597,2,-3.328027862,wine_quality,,,,Sensitive-features categorization,0.3379402839
Sensitive-features categorization,57e4d48d6c447e000116b22a,0.1289432273,0.8888888889,0.8888888889,0.7777777778,2,w/o XAI,attribution,85.387258453,3,-2.270007585,forest_cover,,,,Sensitive-features categorization,0.1289432273
Sensitive-features categorization,676a24c4766af0941f2060db,0.1659041139,0.7777777778,0.8333333333,0.8333333333,2,w/o XAI,importance,16.610670051,1,-1.788938224,wine_quality,,,,Sensitive-features categorization,0.1659041139
Sensitive-features categorization,66d0a375c1c8aa9cac493997,0.5522023691,0.6666666667,0.8333333333,0.6111111111,2,w/o XAI,importance,3.8292508088,5,-3.853909677,wine_quality,,,,Sensitive-features categorization,0.5522023691
Sensitive-features categorization,61705235c277934df17055e6,0.2717051779,0.8333333333,0.8888888889,0.8333333333,2,w/o XAI,importance,15.628211988,2,-3.297457201,forest_cover,,,,Sensitive-features categorization,0.2717051779
Sensitive-features categorization,65ccca52871269168cc029b5,0.2883788184,0.5555555556,0.8333333333,0.7222222222,2,w/o XAI,attribution,34.804410569,4,-3.195585253,forest_cover,,,,Sensitive-features categorization,0.2883788184
Sensitive-features categorization,677d8ca02a50ccdc47145568,0.0028234085,0.5,1,0.5,2,w/o XAI,importance,93.77834271,4,-2.982161709,forest_cover,,,,Sensitive-features categorization,0.0028234085
Sensitive-features categorization,66ea6bd034571ff4a00f2171,0.0417890617,0.5,0.9444444444,0.5555555556,2,w/o XAI,importance,100,4,-3.053562059,forest_cover,,,,Sensitive-features categorization,0.0417890617
Sensitive-features categorization,660982bb12941e7442c18325,0.0033491673,0.6666666667,1,0.6666666667,2,w/o XAI,importance,63.534972405,4,-2.014252929,forest_cover,,,,Sensitive-features categorization,0.0033491673
Sensitive-features categorization,67b54ac2282e5470c29b37d0,0.2575277502,0.5,1,0.5,2,w/o XAI,attribution,6.3757234282,2,-3.983469617,forest_cover,,,,Sensitive-features categorization,0.2575277502
Sensitive-features categorization,680bf9db627b9fac31d2efdc,0.4251674442,0.7777777778,0.7222222222,0.7222222222,2,w/o XAI,attribution,7.297498972,3,-2.485889329,forest_cover,,,,Sensitive-features categorization,0.4251674442
Sensitive-features categorization,680d155019b77b986ff85126,0.4557852775,0.7222222222,0.8333333333,0.7777777778,2,w/o XAI,attribution,100,1,-1.731129568,forest_cover,,,,Sensitive-features categorization,0.4557852775
Sensitive-features categorization,5dd3699ee73e6136c640f1cf,0.5645680371,0.5,0.7777777778,0.3888888889,2,w/o XAI,attribution,37.57572859,1,-4,forest_cover,,,,Sensitive-features categorization,0.5645680371
Sensitive-features categorization,67d3a5a498212eae9b9ce364,0.4080792551,0.7222222222,0.7777777778,0.6111111111,2,w/o XAI,importance,12.749350032,1,-2.722074027,forest_cover,,,,Sensitive-features categorization,0.4080792551
Sensitive-features categorization,666149cb6a138209b157427b,0.091253635,0.7222222222,1,0.7222222222,2,w/o XAI,importance,80.790274893,2,-1.90991712,forest_cover,,,,Sensitive-features categorization,0.091253635
Sensitive-features categorization,678e64901f5365053e8b33dc,0.1064548297,0.7777777778,0.9444444444,0.8333333333,2,w/o XAI,attribution,99.526189608,1,-3.012696987,forest_cover,,,,Sensitive-features categorization,0.1064548297
Sensitive-features categorization,673ef080255f15b49aa84f96,0.2744957448,0.6666666667,0.8333333333,0.5,2,w/o XAI,importance,25.908066807,2,-2.032364217,forest_cover,,,,Sensitive-features categorization,0.2744957448
Sensitive-features categorization,673e7e6f2cbf961c153d11e3,0.0785369985,0.6666666667,1,0.6666666667,2,w/o XAI,attribution,100,2,-4,wine_quality,,,,Sensitive-features categorization,0.0785369985
Sensitive-features categorization,66817654ce8b233327b047ab,0.2484548331,0.5,0.9444444444,0.5555555556,2,w/o XAI,importance,21.28931739,2,-2.677221117,wine_quality,,,,Sensitive-features categorization,0.2484548331
Sensitive-features categorization,6761934aa62aae0c93863233,0.6078896897,0.6666666667,0.7222222222,0.6111111111,2,w/o XAI,attribution,1,1,-1.788057431,wine_quality,,,,Sensitive-features categorization,0.6078896897
Sensitive-features categorization,6942b9546065aeb7e30fd87a,0.2656375494,0.6666666667,0.7222222222,0.8333333333,2,w/o XAI,importance,26.099097866,2,-3.679985906,wine_quality,,,,Sensitive-features categorization,0.2656375494
Sensitive-features categorization,69418fce57bf6c0cd6730ef9,0.5249969708,0.4444444444,0.6666666667,0.4444444444,2,w/o XAI,importance,2.3309563064,1,-4,wine_quality,,,,Sensitive-features categorization,0.5249969708
Sensitive-features categorization,6943448de0ba4e96ec5a82d7,0.6002214404,0.8333333333,0.6111111111,0.6666666667,2,w/o XAI,importance,3.7599794811,1,-4,wine_quality,,,,Sensitive-features categorization,0.6002214404
Sensitive-features categorization,66c173231fab4af1393b5756,0.5534320677,0.7222222222,0.6111111111,0.5555555556,2,w/o XAI,importance,3.1448727366,1,-3.337947989,wine_quality,,,,Sensitive-features categorization,0.5534320677
Sensitive-features categorization,6786177b26851e38285d94a1,0.1397774987,0.7777777778,0.8888888889,0.7777777778,2,w/o XAI,importance,14.205437794,1,-3.266606496,wine_quality,,,,Sensitive-features categorization,0.1397774987
Sensitive-features categorization,691dd5fab1ccbfaa2d6d085a,0.4749361163,0.8333333333,0.7777777778,0.7222222222,2,w/o XAI,importance,6.8099233841,1,-4,wine_quality,,,,Sensitive-features categorization,0.4749361163
Sensitive-features categorization,69421e362f33a91517375267,0.0824941828,0.6666666667,0.9444444444,0.6111111111,2,w/o XAI,importance,21.263777899,1,-1.791165375,wine_quality,,,,Sensitive-features categorization,0.0824941828
Sensitive-features categorization,67658116d1ff218b001f2bf1,0.2098235783,0.5,0.8888888889,0.3888888889,2,w/o XAI,importance,12.074042446,1,-2.98132599,wine_quality,,,,Sensitive-features categorization,0.2098235783
Sensitive-features categorization,694ad5edf474deae104e0e69,0.5173675896,0.7777777778,0.7777777778,0.7777777778,2,w/o XAI,importance,15.813495823,1,-1.41218436,wine_quality,,,,Sensitive-features categorization,0.5173675896
Sensitive-features categorization,6941a695ae2df6326069e993,0.0042786473,0.6111111111,1,0.6111111111,2,w/o XAI,importance,100,2,-3.128579856,forest_cover,,,,Sensitive-features categorization,0.0042786473
Sensitive-features categorization,6942e378d0c8a15ff6b1f81e,0.616130827,0.3888888889,0.6111111111,0.2222222222,2,w/o XAI,importance,69.836959945,3,-0.969756855,forest_cover,,,,Sensitive-features categorization,0.616130827
Sensitive-features categorization,694163cd8dce97079e97bd07,0.1343695735,0.8333333333,0.9444444444,0.8888888889,2,w/o XAI,importance,51.199585484,5,-2.76789532,wine_quality,,,,Sensitive-features categorization,0.1343695735
Sensitive-features categorization,610c5b3dd64337b3324fa98e,0.3537169918,0.6666666667,0.8333333333,0.8333333333,2,w/o XAI,importance,9.8571763207,1,-3.718964449,wine_quality,,,,Sensitive-features categorization,0.3537169918
Sensitive-features categorization,67c5e37e79cc91183c6cd3b3,0.0043136923,0.5,1,0.5,2,w/o XAI,importance,82.265029318,3,-3.409485186,forest_cover,,,,Sensitive-features categorization,0.0043136923
Sensitive-features categorization,6945952ed37c15496645a5ea,0.3014122648,0.8333333333,0.8888888889,0.8333333333,2,w/o XAI,importance,100,2,-1.62016566,wine_quality,,,,Sensitive-features categorization,0.3014122648
Sensitive-features categorization,6945b2bc841178ca14128632,0.3317324911,0.8888888889,0.8888888889,0.8888888889,2,w/o XAI,importance,14.987878987,1,-1.308693149,wine_quality,,,,Sensitive-features categorization,0.3317324911
Sensitive-features categorization,693607ce95c6f9ca7d708da0,0.0028109659,0.6666666667,1,0.6666666667,2,w/o XAI,importance,65.148526067,4,-3.355155433,forest_cover,,,,Sensitive-features categorization,0.0028109659
Sensitive-features categorization,663e5bdde28c5d230eddf4a0,0.0555140345,0.6666666667,0.9444444444,0.7222222222,2,w/o XAI,importance,48.726629741,1,-3.778894925,forest_cover,,,,Sensitive-features categorization,0.0555140345
Sensitive-features categorization,67883c42fab99f050f6e9d63,0.2899720066,0.7222222222,0.8888888889,0.7222222222,2,w/o XAI,importance,15.7409848,2,-1.881830488,wine_quality,,,,Sensitive-features categorization,0.2899720066
Sensitive-features categorization,69417db33af88a177fc198e7,0.2782804195,0.6666666667,0.8888888889,0.5555555556,2,w/o XAI,importance,19.857353275,5,-3.197716992,forest_cover,,,,Sensitive-features categorization,0.2782804195
Sensitive-features categorization,6945b7f9c69fe2317b25e4a2,0.2884783334,0.4444444444,0.8888888889,0.3333333333,2,w/o XAI,importance,25.599855513,3,-2.796955024,wine_quality,,,,Sensitive-features categorization,0.2884783334
Sensitive-features categorization,69476d9f42e420d84f0b246f,-1e-10,0.5,1,0.5,2,w/o XAI,importance,11.791384733,3,-1.183322034,forest_cover,,,,Sensitive-features categorization,-1e-10
Sensitive-features categorization,675b1432a3f788b0222e5237,0.0054685707,0.6666666667,1,0.6666666667,2,w/o XAI,importance,70.860668335,3,-3.123156849,forest_cover,,,,Sensitive-features categorization,0.0054685707
Sensitive-features categorization,69443088d8ebe0e4b0ba83ee,0.1590947258,0.6111111111,0.9444444444,0.5555555556,2,w/o XAI,importance,15.504959831,3,-3.914310752,forest_cover,,,,Sensitive-features categorization,0.1590947258
Sensitive-features categorization,67306cb03ff706c72e58bba0,0.2712457866,0.7222222222,0.8888888889,0.7222222222,2,w/o XAI,importance,15.902147999,2,-1.627198551,forest_cover,,,,Sensitive-features categorization,0.2712457866
Sensitive-features categorization,69419e9576aea13f332266ff,0.0020281,0.6666666667,1,0.6666666667,2,w/o XAI,importance,75.190291402,3,-3.193134681,forest_cover,,,,Sensitive-features categorization,0.0020281
Sensitive-features categorization,66155f791e225263cf193edc,0.5955748924,0.5,0.7222222222,0.4444444444,2,w/o XAI,importance,1,5,-1.625203446,forest_cover,,,,Sensitive-features categorization,0.5955748924
Sensitive-features categorization,694167e2f5ff761c2827c4b9,0.2507976877,0.7222222222,0.8888888889,0.6111111111,2,w/o XAI,importance,17.4258136,1,-2.658830695,wine_quality,,,,Sensitive-features categorization,0.2507976877
Sensitive-features categorization,6942672409b1bfc5c9df77f7,0.0978234178,0.7222222222,0.9444444444,0.7777777778,2,w/o XAI,importance,82.566795559,1,-2.488362821,forest_cover,,,,Sensitive-features categorization,0.0978234178
Salient-features categorization,5a53d878acc75b000179e52e,0.1349673958,0.6666666667,0.9444444444,0.6111111111,2,w/o XAI,importance,15.262561244,4,-3.06158109,forest_cover,,,,Salient-features categorization,0.1349673958
Salient-features categorization,660b2346862ff2a3da9cfe3e,0.0624684039,0.7222222222,0.9444444444,0.6666666667,2,w/o XAI,importance,43.991778408,2,-3.741500453,forest_cover,,,,Salient-features categorization,0.0624684039
Salient-features categorization,67ebcd26fcd7c2ee469b8533,0.0089732067,0.9444444444,1,0.9444444444,2,w/o XAI,importance,76.56922956,2,-3.255898237,wine_quality,,,,Salient-features categorization,0.0089732067
Salient-features categorization,67e6e99634be5e57bbd2553f,0.2360802295,0.6666666667,0.8888888889,0.7777777778,2,w/o XAI,importance,8.8320165781,2,-3.482535099,forest_cover,,,,Salient-features categorization,0.2360802295
Salient-features categorization,6173f88147c86baff6963073,0.4584041621,0.8888888889,0.7222222222,0.8333333333,2,w/o XAI,importance,6.5961125046,2,-2.91575975,wine_quality,,,,Salient-features categorization,0.4584041621
Salient-features categorization,6941706e8a7385da28bcb5e2,0.3645800216,0.7777777778,0.8333333333,0.8333333333,2,w/o XAI,importance,8.8930585277,3,-3.970943936,wine_quality,,,,Salient-features categorization,0.3645800216
Salient-features categorization,676435babb44367362b10f73,2.1814577e-6,0.8333333333,1,0.8333333333,2,w/o XAI,importance,100,1,-4,wine_quality,,,,Salient-features categorization,2.1814577e-6
Salient-features categorization,6941aeb9a019a9bbdd57d028,0.3413533323,0.8333333333,0.7222222222,0.7777777778,2,w/o XAI,importance,6.9505852459,1,-3.008652489,wine_quality,,,,Salient-features categorization,0.3413533323
Salient-features categorization,66fcdc229c37d1da9d61017c,0.2113018169,0.8888888889,0.9444444444,0.8333333333,2,w/o XAI,importance,7.7913216871,1,-4,wine_quality,,,,Salient-features categorization,0.2113018169
Salient-features categorization,6944211fb86d1cfb660ff63f,2.3452244e-6,0.8333333333,1,0.8333333333,2,w/o XAI,importance,100,1,-3.472279484,wine_quality,,,,Salient-features categorization,2.3452244e-6
Salient-features categorization,694332aee9accc7da4b9503e,0.4854498553,0.7777777778,0.8333333333,0.7222222222,2,w/o XAI,importance,1.9882762866,1,-3.804541783,wine_quality,,,,Salient-features categorization,0.4854498553
Salient-features categorization,69453bbed668224dabc6c5d9,0.504393713,0.7222222222,0.7777777778,0.7222222222,2,w/o XAI,importance,6.5633042751,1,-3.417376506,wine_quality,,,,Salient-features categorization,0.504393713
Salient-features categorization,6941bc590ef331a45f99ed50,0.0014002575,0.7777777778,1,0.7777777778,2,w/o XAI,importance,73.861477243,3,-4,wine_quality,,,,Salient-features categorization,0.0014002575
Salient-features categorization,694179cf3bd953beb35ec402,0.2564340083,0.7222222222,0.8333333333,0.7777777778,2,w/o XAI,importance,22.406449624,1,-3.161459605,wine_quality,,,,Salient-features categorization,0.2564340083
Salient-features categorization,691e201122ecfe4b850e3308,0.6222434058,0.7777777778,0.6666666667,0.6666666667,2,w/o XAI,importance,1,1,-4,wine_quality,,,,Salient-features categorization,0.6222434058
Salient-features categorization,69440172696346a2b42428ed,0.2136893219,0.8888888889,0.8888888889,0.7777777778,2,w/o XAI,importance,15.132309403,4,-3.1594706,wine_quality,,,,Salient-features categorization,0.2136893219
Salient-features categorization,692a268e1eab9d860c677fa2,2.5250469e-6,0.8333333333,1,0.8333333333,2,w/o XAI,importance,100,1,-4,wine_quality,,,,Salient-features categorization,2.5250469e-6
Salient-features categorization,6947c5c8b87439db043797d5,2.6502557e-6,0.8333333333,1,0.8333333333,2,w/o XAI,importance,100,1,-3.474566691,wine_quality,,,,Salient-features categorization,2.6502557e-6
